4
4
3
3
6
32 4
56 4
56 16
51 16
4 7
14 7
14 15
44 9
44 20
27 20
27 28
13 28
13 21
20 21
20 17
36 13
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	2	3	3	2	2	3	3	3	3	1	0	0	0	0	1	3	3	3	2	2	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2	2	3	3	3	2	3	3	2	3	1	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1
1	7	2	2	2	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	6	2	2	2	2	2	2	0	0	0	0	0	1	2	2	3	3	3	2	2	3	3	3	3	2	2	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	1	2	2	6	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	1	3	2	3	3	2	2	2	2	2	2	2	1
1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	2	2	2	2	2	2	2	2	2	2	2	1
1	3	3	3	2	2	2	3	2	2	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1	2	2	2	2	2	2	2	2	1	1	1	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	6	2	2	1	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
1	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	1
1	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
